snapshot;pv;on_wind;battery_storage;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
7900;-0.0;8.34;0.0;2.29;7.55;4.38;-4.38;-4.38;0.79;0.0;6.67
7901;-0.0;8.29;0.0;5.64;7.51;4.36;-4.36;-4.36;0.78;0.0;10.0
7902;-0.0;8.16;0.0;5.71;7.39;4.29;-4.29;-4.29;0.77;0.0;10.0
7903;-0.0;7.21;0.0;6.21;6.53;3.79;-3.79;-3.79;0.68;0.0;10.0
7904;0.65;6.05;0.0;6.48;6.07;3.52;-3.52;-3.52;0.63;0.0;10.0
7905;1.26;5.31;0.0;6.55;5.95;3.45;-3.45;-3.45;0.62;0.0;10.0
7906;1.58;4.75;0.0;6.67;5.74;3.33;-3.33;-3.33;0.6;0.0;10.0
7907;1.72;5.05;0.0;6.44;6.14;3.56;-3.56;-3.56;0.64;0.0;10.0
7908;1.54;5.1;0.0;6.51;6.01;3.49;-3.49;-3.49;0.62;0.0;10.0
7909;0.93;5.18;0.0;6.79;5.54;3.21;-3.21;-3.21;0.58;0.0;10.0
7910;0.28;5.79;0.0;6.81;5.5;3.19;-3.19;-3.19;0.57;0.0;10.0
7911;-0.0;7.86;0.0;5.87;7.12;4.13;-4.13;-4.13;0.74;0.0;10.0
7912;-0.0;9.54;0.0;4.98;8.65;5.01;-5.01;-5.01;0.9;0.0;10.0
7913;-0.0;8.55;0.0;5.51;7.75;4.49;-4.49;-4.49;0.81;0.0;10.0
7914;-0.0;7.86;0.0;5.87;7.12;4.13;-4.13;-4.13;0.74;0.0;10.0
7915;-0.0;7.73;0.0;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
7916;-0.0;7.69;0.0;2.63;6.96;4.04;-4.04;-4.04;0.72;0.0;6.67
7917;-0.0;7.64;0.0;2.65;6.92;4.02;-4.02;-4.02;0.72;0.0;6.67
7918;-0.0;7.77;0.0;2.58;7.04;4.08;-4.08;-4.08;0.73;0.0;6.67
7919;-0.0;8.21;0.0;2.35;7.43;4.31;-4.31;-4.31;0.77;0.0;6.67
7920;-0.0;8.72;0.0;2.08;7.9;4.58;-4.58;-4.58;0.82;0.0;6.67
7921;-0.0;9.29;0.0;1.79;8.41;4.88;-4.88;-4.88;0.87;0.0;6.67
7922;-0.0;9.8;0.0;1.52;8.88;5.15;-5.15;-5.15;0.92;0.0;6.67
7923;-0.0;9.07;0.0;1.9;8.22;4.76;-4.76;-4.76;0.85;0.0;6.67
7924;-0.0;7.99;0.0;2.47;7.24;4.2;-4.2;-4.2;0.75;0.0;6.67
7925;-0.0;7.6;0.0;6.01;6.89;3.99;-3.99;-3.99;0.72;0.0;10.0
7926;-0.0;7.9;0.0;5.85;7.16;4.15;-4.15;-4.15;0.74;0.0;10.0
7927;-0.0;8.21;0.0;5.69;7.43;4.31;-4.31;-4.31;0.77;0.0;10.0
7928;0.23;8.21;0.0;5.57;7.64;4.43;-4.43;-4.43;0.79;0.0;10.0
7929;0.7;8.29;0.0;5.28;8.14;4.72;-4.72;-4.72;0.85;0.0;10.0
7930;1.12;8.94;0.0;4.71;9.11;5.28;-5.28;-5.28;0.95;0.0;10.0
7931;1.21;9.85;0.0;4.19;10.02;5.81;-5.81;-5.81;1.04;0.0;10.0
7932;0.98;10.84;0.0;3.79;10.71;6.21;-6.21;-6.21;1.11;0.0;10.0
7933;0.56;11.88;0.0;3.47;11.26;6.53;-6.53;-6.53;1.17;0.0;10.0
7934;0.14;12.27;0.0;3.48;11.24;6.52;-6.52;-6.52;1.17;0.0;10.0
7935;-0.0;12.96;0.0;3.19;11.74;6.81;-6.81;-6.81;1.22;0.0;10.0
7936;-0.0;14.04;0.0;2.62;12.71;7.37;-7.37;-7.37;1.32;0.0;10.0
7937;-0.0;14.6;0.0;2.33;13.22;7.67;-7.67;-7.67;1.37;0.0;10.0
7938;-0.0;14.81;0.0;2.22;13.42;7.78;-7.78;-7.78;1.4;0.0;10.0
7939;-0.0;14.94;0.0;-1.18;13.54;7.85;-7.85;-7.85;1.41;0.0;6.67
7940;-0.0;15.25;0.0;-1.34;13.81;8.01;-8.01;-8.01;1.44;0.0;6.67
7941;-0.0;15.94;0.0;-1.71;14.44;8.37;-8.37;-8.37;1.5;0.0;6.67
7942;-0.0;16.67;0.0;-2.09;15.1;8.76;-8.76;-8.76;1.57;0.0;6.67
7943;-0.0;17.41;0.0;-2.48;15.77;9.14;-9.14;-9.14;1.64;0.0;6.67
7944;-0.0;18.74;0.0;-3.18;16.98;9.85;-9.85;-9.85;1.77;0.0;6.67
7945;-0.0;19.31;0.0;-3.48;17.49;10.14;-10.14;-10.14;1.82;0.0;6.67
7946;-0.0;20.56;0.0;-4.13;18.62;10.8;-10.8;-10.8;1.94;0.0;6.67
7947;-0.0;19.61;0.0;-3.64;17.76;10.3;-10.3;-10.3;1.85;0.0;6.67
7948;-0.0;20.51;0.0;-4.11;18.58;10.78;-10.78;-10.78;1.93;0.0;6.67
7949;-0.0;18.27;0.0;0.4;16.55;9.6;-9.6;-9.6;1.72;0.0;10.0
7950;-0.0;14.99;0.0;2.13;13.58;7.87;-7.87;-7.87;1.41;0.0;10.0
7951;0.19;13.3;0.0;2.91;12.22;7.09;-7.09;-7.09;1.27;0.0;10.0
7952;2.66;11.19;0.0;2.73;12.54;7.27;-7.27;-7.27;1.3;0.0;10.0
7953;6.38;9.72;0.0;1.54;14.59;8.46;-8.46;-8.46;1.52;0.0;10.0
7954;14.03;8.68;0.0;-1.93;20.57;11.93;-11.93;-11.93;2.14;0.0;10.0
7955;12.07;6.69;0.0;0.14;17.0;9.86;-9.86;-9.86;1.77;0.0;10.0
7956;8.34;5.44;0.0;2.76;12.49;7.24;-7.24;-7.24;1.3;0.0;10.0
7957;3.91;4.84;0.0;5.4;7.93;4.6;-4.6;-4.6;0.82;0.0;10.0
7958;2.38;4.32;0.0;6.48;6.06;3.52;-3.52;-3.52;0.63;0.0;10.0
7959;-0.0;3.76;1.78;7.09;5.02;2.91;-2.91;-2.91;0.52;0.0;10.0
7960;-0.0;1.94;3.58;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
7961;-0.0;1.12;4.4;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
7962;-0.0;3.02;2.5;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
7963;-0.0;7.73;0.0;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
7964;-0.0;12.44;0.0;0.13;11.27;6.53;-6.53;-6.53;1.17;0.0;6.67
7965;-0.0;15.63;0.0;-1.55;14.16;8.21;-8.21;-8.21;1.47;0.0;6.67
7966;-0.0;21.9;0.0;-4.84;19.83;11.5;-11.5;-11.5;2.06;0.0;6.67
7967;-0.0;27.73;-2.85;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
7968;-0.0;30.28;-5.4;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
7969;-0.0;27.34;-2.46;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
7970;-0.0;25.09;-0.22;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
7971;-0.0;24.79;0.0;-6.36;22.46;13.02;-13.02;-13.02;2.34;0.0;6.67
7972;-0.0;26.95;-2.07;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
7973;-0.0;24.01;0.0;-2.62;21.75;12.62;-12.62;-12.62;2.26;0.0;10.0
7974;-0.0;22.16;0.0;-1.64;20.07;11.64;-11.64;-11.64;2.09;0.0;10.0
7975;-0.0;20.43;0.0;-0.73;18.5;10.73;-10.73;-10.73;1.92;0.0;10.0
7976;0.51;16.89;0.0;0.86;15.76;9.14;-9.14;-9.14;1.64;0.0;10.0
7977;1.03;17.28;0.0;0.38;16.58;9.61;-9.61;-9.61;1.72;0.0;10.0
7978;1.96;14.81;0.0;1.19;15.19;8.81;-8.81;-8.81;1.58;0.0;10.0
7979;2.56;13.13;0.0;1.75;14.21;8.24;-8.24;-8.24;1.48;0.0;10.0
7980;2.33;14.34;0.0;1.24;15.1;8.76;-8.76;-8.76;1.57;0.0;10.0
7981;2.1;13.17;0.0;1.98;13.83;8.02;-8.02;-8.02;1.44;0.0;10.0
7982;1.07;12.01;0.0;3.13;11.85;6.87;-6.87;-6.87;1.23;0.0;10.0
7983;-0.0;10.41;0.0;4.53;9.43;5.47;-5.47;-5.47;0.98;0.0;10.0
7984;-0.0;9.37;0.0;5.08;8.49;4.92;-4.92;-4.92;0.88;0.0;10.0
7985;-0.0;8.38;0.0;5.6;7.59;4.4;-4.4;-4.4;0.79;0.0;10.0
7986;-0.0;7.86;0.0;5.87;7.12;4.13;-4.13;-4.13;0.74;0.0;10.0
7987;-0.0;7.99;0.0;2.47;7.24;4.2;-4.2;-4.2;0.75;0.0;6.67
7988;-0.0;8.08;0.0;2.42;7.32;4.24;-4.24;-4.24;0.76;0.0;6.67
7989;-0.0;7.73;0.0;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
7990;-0.0;6.78;0.0;3.1;6.14;3.56;-3.56;-3.56;0.64;0.0;6.67
7991;-0.0;5.79;0.0;3.63;5.24;3.04;-3.04;-3.04;0.55;0.0;6.67
7992;-0.0;4.53;0.99;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
7993;-0.0;3.2;2.33;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
7994;-0.0;2.25;3.28;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
7995;-0.0;1.47;4.06;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
7996;-0.0;0.73;4.79;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
7997;-0.0;0.35;5.18;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
7998;-0.0;0.43;5.1;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
7999;0.05;0.82;4.66;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8000;2.61;1.17;1.75;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8001;7.41;1.17;-3.05;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8002;12.96;0.99;-8.42;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8003;14.12;0.6;-9.2;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8004;14.35;0.3;-9.13;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8005;10.35;0.3;-2.36;5.64;7.51;4.36;-4.36;-4.36;0.78;0.0;10.0
8006;4.05;1.08;0.39;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8007;-0.0;2.5;3.02;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8008;-0.0;4.1;1.42;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8009;-0.0;5.14;0.39;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8010;-0.0;5.61;-0.09;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8011;-0.0;5.4;0.13;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8012;-0.0;4.79;0.73;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8013;-0.0;3.84;1.68;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8014;-0.0;3.2;2.33;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8015;-0.0;2.85;2.68;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8016;-0.0;2.5;3.02;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8017;-0.0;2.33;3.2;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8018;-0.0;2.16;3.37;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8019;-0.0;1.68;3.84;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8020;-0.0;1.08;4.45;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8021;-0.0;0.69;4.84;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8022;-0.0;0.56;4.97;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8023;0.14;0.56;4.83;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8024;3.73;0.65;1.15;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8025;11.42;0.65;-4.89;6.23;6.5;3.77;-3.77;-3.77;0.68;0.0;10.0
8026;17.57;0.73;0.0;0.38;16.58;9.62;-9.62;-9.62;1.72;0.0;10.0
8027;22.93;0.86;-4.76;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
8028;22.04;1.08;-17.59;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8029;16.73;1.21;-12.41;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8030;7.08;1.25;0.0;5.62;7.55;4.38;-4.38;-4.38;0.79;0.0;10.0
8031;-0.0;0.95;4.58;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8032;-0.0;0.82;4.71;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8033;-0.0;0.69;4.84;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8034;-0.0;0.65;4.88;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8035;-0.0;0.52;5.01;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8036;-0.0;0.35;5.18;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8037;-0.0;0.39;5.14;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8038;-0.0;0.56;4.97;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8039;-0.0;0.86;4.66;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8040;-0.0;1.3;4.23;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8041;-0.0;1.77;3.76;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8042;-0.0;2.2;3.33;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8043;-0.0;2.2;3.33;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8044;-0.0;2.07;3.45;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8045;-0.0;2.38;3.15;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8046;-0.0;2.81;2.72;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8047;-0.0;3.11;2.42;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8048;0.79;3.2;1.54;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8049;2.05;3.33;0.15;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8050;2.7;3.58;0.0;6.7;5.7;3.3;-3.3;-3.3;0.59;0.0;10.0
8051;2.38;4.1;0.0;6.59;5.87;3.4;-3.4;-3.4;0.61;0.0;10.0
8052;2.1;4.66;0.0;6.45;6.12;3.55;-3.55;-3.55;0.64;0.0;10.0
8053;1.26;4.84;0.0;6.8;5.52;3.2;-3.2;-3.2;0.57;0.0;10.0
8054;0.42;4.84;0.27;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8055;-0.0;5.87;0.0;6.91;5.32;3.09;-3.09;-3.09;0.55;0.0;10.0
8056;-0.0;6.48;0.0;6.6;5.87;3.4;-3.4;-3.4;0.61;0.0;10.0
8057;-0.0;6.31;-0.78;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8058;-0.0;6.44;0.0;6.62;5.83;3.38;-3.38;-3.38;0.61;0.0;10.0
8059;-0.0;6.56;-6.56;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
8060;-0.0;6.13;-6.13;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
8061;-0.0;5.4;-5.4;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
8062;-0.0;4.66;-4.66;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
8063;-0.0;4.02;-4.02;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
8064;-0.0;3.54;1.99;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8065;-0.0;2.94;2.59;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8066;-0.0;2.55;2.98;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8067;-0.0;2.33;3.2;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8068;-0.0;2.29;3.24;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8069;-0.0;2.33;3.2;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8070;-0.0;2.5;3.02;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8071;-0.0;2.94;2.59;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8072;1.44;3.15;0.93;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8073;3.87;2.94;0.0;6.42;6.16;3.58;-3.58;-3.58;0.64;0.0;10.0
8074;5.17;3.46;0.0;5.47;7.82;4.53;-4.53;-4.53;0.81;0.0;10.0
8075;5.73;4.28;0.0;4.74;9.07;5.26;-5.26;-5.26;0.94;0.0;10.0
8076;5.59;4.88;0.0;4.5;9.49;5.5;-5.5;-5.5;0.99;0.0;10.0
8077;4.71;4.36;0.0;5.23;8.21;4.76;-4.76;-4.76;0.85;0.0;10.0
8078;2.7;4.97;0.0;5.97;6.95;4.03;-4.03;-4.03;0.72;0.0;10.0
8079;-0.0;7.21;0.0;6.21;6.53;3.79;-3.79;-3.79;0.68;0.0;10.0
8080;-0.0;9.67;0.0;4.92;8.76;5.08;-5.08;-5.08;0.91;0.0;10.0
8081;-0.0;12.01;0.0;3.69;10.88;6.31;-6.31;-6.31;1.13;0.0;10.0
8082;-0.0;12.96;0.0;3.19;11.74;6.81;-6.81;-6.81;1.22;0.0;10.0
8083;-0.0;12.7;0.0;-0.0;11.5;6.67;-6.67;-6.67;1.2;0.0;6.67
8084;-0.0;12.65;0.0;0.02;11.46;6.65;-6.65;-6.65;1.19;0.0;6.67
8085;-0.0;12.35;0.0;0.18;11.19;6.49;-6.49;-6.49;1.16;0.0;6.67
8086;-0.0;12.05;0.0;0.34;10.91;6.33;-6.33;-6.33;1.13;0.0;6.67
8087;-0.0;11.75;0.0;0.49;10.64;6.17;-6.17;-6.17;1.11;0.0;6.67
8088;-0.0;11.49;0.0;0.63;10.41;6.04;-6.04;-6.04;1.08;0.0;6.67
8089;-0.0;11.49;0.0;0.63;10.41;6.04;-6.04;-6.04;1.08;0.0;6.67
8090;-0.0;11.75;0.0;0.49;10.64;6.17;-6.17;-6.17;1.11;0.0;6.67
8091;-0.0;11.66;0.0;0.54;10.56;6.13;-6.13;-6.13;1.1;0.0;6.67
8092;-0.0;12.52;0.0;0.09;11.35;6.58;-6.58;-6.58;1.18;0.0;6.67
8093;-0.0;14.43;0.0;2.42;13.07;7.58;-7.58;-7.58;1.36;0.0;10.0
8094;-0.0;15.46;0.0;1.88;14.01;8.12;-8.12;-8.12;1.46;0.0;10.0
8095;-0.0;15.98;0.0;1.6;14.47;8.4;-8.4;-8.4;1.51;0.0;10.0
8096;0.75;13.56;0.0;2.48;12.96;7.52;-7.52;-7.52;1.35;0.0;10.0
8097;1.77;12.35;0.0;2.58;12.79;7.42;-7.42;-7.42;1.33;0.0;10.0
8098;2.52;12.22;0.0;2.26;13.35;7.74;-7.74;-7.74;1.39;0.0;10.0
8099;2.7;12.35;0.0;2.09;13.64;7.91;-7.91;-7.91;1.42;0.0;10.0
8100;2.05;12.22;0.0;2.5;12.93;7.5;-7.5;-7.5;1.34;0.0;10.0
8101;1.21;11.19;0.0;3.49;11.23;6.51;-6.51;-6.51;1.17;0.0;10.0
8102;0.37;11.27;0.0;3.88;10.55;6.12;-6.12;-6.12;1.1;0.0;10.0
8103;-0.0;12.48;0.0;3.44;11.31;6.56;-6.56;-6.56;1.18;0.0;10.0
8104;-0.0;12.4;0.0;3.49;11.23;6.51;-6.51;-6.51;1.17;0.0;10.0
8105;-0.0;11.27;0.0;4.08;10.21;5.92;-5.92;-5.92;1.06;0.0;10.0
8106;-0.0;10.8;0.0;4.33;9.78;5.67;-5.67;-5.67;1.02;0.0;10.0
8107;-0.0;10.06;0.0;1.38;9.12;5.29;-5.29;-5.29;0.95;0.0;6.67
8108;-0.0;10.41;0.0;1.2;9.43;5.47;-5.47;-5.47;0.98;0.0;6.67
8109;-0.0;11.53;0.0;0.61;10.45;6.06;-6.06;-6.06;1.09;0.0;6.67
8110;-0.0;12.7;0.0;-0.0;11.5;6.67;-6.67;-6.67;1.2;0.0;6.67
8111;-0.0;13.82;0.0;-0.59;12.52;7.26;-7.26;-7.26;1.3;0.0;6.67
8112;-0.0;13.78;0.0;-0.57;12.48;7.24;-7.24;-7.24;1.3;0.0;6.67
8113;-0.0;15.2;0.0;-1.32;13.77;7.99;-7.99;-7.99;1.43;0.0;6.67
8114;-0.0;15.03;0.0;-1.23;13.61;7.9;-7.9;-7.9;1.42;0.0;6.67
8115;-0.0;13.56;0.0;-0.46;12.28;7.12;-7.12;-7.12;1.28;0.0;6.67
8116;-0.0;13.04;0.0;-0.19;11.81;6.85;-6.85;-6.85;1.23;0.0;6.67
8117;-0.0;13.47;0.0;2.92;12.21;7.08;-7.08;-7.08;1.27;0.0;10.0
8118;-0.0;12.96;0.0;3.19;11.74;6.81;-6.81;-6.81;1.22;0.0;10.0
8119;-0.0;11.4;0.0;4.01;10.33;5.99;-5.99;-5.99;1.07;0.0;10.0
8120;0.19;9.63;0.0;4.84;8.89;5.16;-5.16;-5.16;0.92;0.0;10.0
8121;0.93;8.68;0.0;4.95;8.71;5.05;-5.05;-5.05;0.91;0.0;10.0
8122;2.1;8.42;0.0;4.47;9.53;5.53;-5.53;-5.53;0.99;0.0;10.0
8123;3.08;7.56;0.0;4.41;9.63;5.59;-5.59;-5.59;1.0;0.0;10.0
8124;2.38;7.08;0.0;5.03;8.57;4.97;-4.97;-4.97;0.89;0.0;10.0
8125;1.26;7.26;0.0;5.53;7.71;4.47;-4.47;-4.47;0.8;0.0;10.0
8126;0.28;8.03;0.0;5.63;7.53;4.37;-4.37;-4.37;0.78;0.0;10.0
8127;-0.0;9.98;0.0;4.76;9.04;5.24;-5.24;-5.24;0.94;0.0;10.0
8128;-0.0;11.01;0.0;4.21;9.98;5.79;-5.79;-5.79;1.04;0.0;10.0
8129;-0.0;10.54;0.0;4.46;9.55;5.54;-5.54;-5.54;0.99;0.0;10.0
8130;-0.0;9.8;0.0;4.85;8.88;5.15;-5.15;-5.15;0.92;0.0;10.0
8131;-0.0;8.64;0.0;2.13;7.82;4.54;-4.54;-4.54;0.81;0.0;6.67
8132;-0.0;7.3;0.0;2.83;6.61;3.83;-3.83;-3.83;0.69;0.0;6.67
8133;-0.0;6.35;0.0;3.33;5.75;3.34;-3.34;-3.34;0.6;0.0;6.67
8134;-0.0;5.44;0.09;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8135;-0.0;4.62;0.91;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8136;-0.0;4.32;1.21;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8137;-0.0;4.58;0.95;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8138;-0.0;5.1;0.43;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
8139;-0.0;5.79;0.0;3.63;5.24;3.04;-3.04;-3.04;0.55;0.0;6.67
8140;-0.0;6.48;0.0;3.26;5.87;3.4;-3.4;-3.4;0.61;0.0;6.67
8141;-0.0;7.04;0.0;6.3;6.38;3.7;-3.7;-3.7;0.66;0.0;10.0
8142;-0.0;7.51;0.0;6.05;6.81;3.95;-3.95;-3.95;0.71;0.0;10.0
8143;-0.0;7.77;0.0;5.91;7.04;4.08;-4.08;-4.08;0.73;0.0;10.0
8144;0.56;8.38;0.0;5.3;8.1;4.7;-4.7;-4.7;0.84;0.0;10.0
8145;1.82;7.56;0.0;5.07;8.49;4.93;-4.93;-4.93;0.88;0.0;10.0
8146;2.94;7.34;0.0;4.6;9.31;5.4;-5.4;-5.4;0.97;0.0;10.0
8147;3.22;7.82;0.0;4.2;9.99;5.8;-5.8;-5.8;1.04;0.0;10.0
8148;2.66;8.59;0.0;4.09;10.19;5.91;-5.91;-5.91;1.06;0.0;10.0
8149;1.49;9.63;0.0;4.16;10.07;5.84;-5.84;-5.84;1.05;0.0;10.0
8150;0.37;10.19;0.0;4.45;9.57;5.55;-5.55;-5.55;1.0;0.0;10.0
8151;-0.0;11.79;0.0;3.8;10.68;6.19;-6.19;-6.19;1.11;0.0;10.0
8152;-0.0;12.96;0.0;3.19;11.74;6.81;-6.81;-6.81;1.22;0.0;10.0
8153;-0.0;12.74;0.0;3.31;11.54;6.69;-6.69;-6.69;1.2;0.0;10.0
8154;-0.0;12.14;0.0;3.62;10.99;6.38;-6.38;-6.38;1.14;0.0;10.0
8155;-0.0;11.06;0.0;0.86;10.01;5.81;-5.81;-5.81;1.04;0.0;6.67
8156;-0.0;10.06;0.0;1.38;9.12;5.29;-5.29;-5.29;0.95;0.0;6.67
8157;-0.0;9.24;0.0;1.81;8.37;4.86;-4.86;-4.86;0.87;0.0;6.67
8158;-0.0;8.68;0.0;2.11;7.86;4.56;-4.56;-4.56;0.82;0.0;6.67
8159;-0.0;8.85;0.0;2.01;8.02;4.65;-4.65;-4.65;0.83;0.0;6.67
8160;-0.0;9.76;0.0;1.54;8.84;5.13;-5.13;-5.13;0.92;0.0;6.67
8161;-0.0;10.32;0.0;1.24;9.35;5.42;-5.42;-5.42;0.97;0.0;6.67
8162;-0.0;10.15;0.0;1.33;9.19;5.33;-5.33;-5.33;0.96;0.0;6.67
8163;-0.0;9.98;0.0;1.42;9.04;5.24;-5.24;-5.24;0.94;0.0;6.67
8164;-0.0;9.85;0.0;1.49;8.92;5.17;-5.17;-5.17;0.93;0.0;6.67
8165;-0.0;9.5;0.0;5.01;8.61;4.99;-4.99;-4.99;0.89;0.0;10.0
8166;-0.0;8.47;0.0;5.55;7.67;4.45;-4.45;-4.45;0.8;0.0;10.0
8167;-0.0;7.86;0.0;5.87;7.12;4.13;-4.13;-4.13;0.74;0.0;10.0
8168;1.86;6.69;0.0;5.5;7.75;4.5;-4.5;-4.5;0.81;0.0;10.0
8169;5.36;5.18;0.0;4.46;9.55;5.54;-5.54;-5.54;0.99;0.0;10.0
8170;10.49;4.36;0.0;2.2;13.45;7.8;-7.8;-7.8;1.4;0.0;10.0
8171;16.36;3.8;0.0;-0.59;18.26;10.59;-10.59;-10.59;1.9;0.0;10.0
8172;19.11;3.2;0.0;-1.72;20.2;11.72;-11.72;-11.72;2.1;0.0;10.0
8173;15.19;2.94;0.0;0.47;16.42;9.52;-9.52;-9.52;1.71;0.0;10.0
8174;6.66;3.24;0.0;4.8;8.97;5.2;-5.2;-5.2;0.93;0.0;10.0
8175;-0.0;4.58;0.95;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
8176;-0.0;8.9;0.0;5.32;8.06;4.67;-4.67;-4.67;0.84;0.0;10.0
8177;-0.0;13.47;0.0;2.92;12.21;7.08;-7.08;-7.08;1.27;0.0;10.0
