snapshot;pv;on_wind;battery_storage;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
1232;1.72;18.57;0.0;-0.66;18.38;10.66;-10.66;-10.66;1.91;0.0;10.0
1233;3.68;16.67;0.0;-0.69;18.44;10.69;-10.69;-10.69;1.92;0.0;10.0
1234;6.06;15.59;0.0;-1.37;19.61;11.37;-11.37;-11.37;2.04;0.0;10.0
1235;6.8;15.46;0.0;-1.7;20.17;11.7;-11.7;-11.7;2.1;0.0;10.0
1236;5.27;14.6;0.0;-0.44;17.99;10.44;-10.44;-10.44;1.87;0.0;10.0
1237;4.05;12.57;0.0;1.27;15.06;8.73;-8.73;-8.73;1.57;0.0;10.0
1238;2.19;9.98;0.0;3.61;11.02;6.39;-6.39;-6.39;1.15;0.0;10.0
1239;0.61;8.51;0.0;5.21;8.26;4.79;-4.79;-4.79;0.86;0.0;10.0
1240;-0.0;8.51;0.0;5.53;7.71;4.47;-4.47;-4.47;0.8;0.0;10.0
1241;-0.0;7.9;0.0;5.85;7.16;4.15;-4.15;-4.15;0.74;0.0;10.0
1242;-0.0;6.65;0.0;6.5;6.02;3.49;-3.49;-3.49;0.63;0.0;10.0
1243;-0.0;5.23;0.3;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1244;-0.0;3.67;1.86;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1245;-0.0;2.29;3.24;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1246;-0.0;1.51;4.02;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1247;-0.0;1.43;4.1;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1248;-0.0;1.77;3.76;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1249;-0.0;2.5;3.02;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1250;-0.0;3.28;2.25;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1251;-0.0;4.02;1.51;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1252;-0.0;4.92;0.6;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1253;-0.0;5.83;0.0;6.94;5.28;3.06;-3.06;-3.06;0.55;0.0;10.0
1254;0.09;6.26;0.0;6.66;5.76;3.34;-3.34;-3.34;0.6;0.0;10.0
1255;1.86;5.7;0.0;6.02;6.85;3.97;-3.97;-3.97;0.71;0.0;10.0
1256;5.03;5.36;0.0;4.54;9.41;5.46;-5.46;-5.46;0.98;0.0;10.0
1257;11.04;6.22;0.0;0.93;15.64;9.07;-9.07;-9.07;1.63;0.0;10.0
1258;20.5;5.96;-1.59;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1259;19.06;5.44;0.0;-2.87;22.19;12.87;-12.87;-12.87;2.31;0.0;10.0
1260;13.28;5.27;0.0;0.25;16.8;9.75;-9.75;-9.75;1.75;0.0;10.0
1261;8.2;5.14;0.0;2.99;12.08;7.01;-7.01;-7.01;1.26;0.0;10.0
1262;4.1;4.79;0.0;5.33;8.06;4.67;-4.67;-4.67;0.84;0.0;10.0
1263;0.98;5.49;0.0;6.6;5.85;3.4;-3.4;-3.4;0.61;0.0;10.0
1264;-0.0;7.04;0.0;6.3;6.38;3.7;-3.7;-3.7;0.66;0.0;10.0
1265;-0.0;8.94;0.0;5.3;8.1;4.7;-4.7;-4.7;0.84;0.0;10.0
1266;-0.0;10.58;0.0;4.44;9.58;5.56;-5.56;-5.56;1.0;0.0;10.0
1267;-0.0;11.23;1.46;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1268;-0.0;11.01;0.0;0.88;9.98;5.79;-5.79;-5.79;1.04;0.0;6.67
1269;-0.0;10.58;0.0;1.11;9.58;5.56;-5.56;-5.56;1.0;0.0;6.67
1270;-0.0;9.67;0.0;1.58;8.76;5.08;-5.08;-5.08;0.91;0.0;6.67
1271;-0.0;8.64;0.0;2.13;7.82;4.54;-4.54;-4.54;0.81;0.0;6.67
1272;-0.0;7.21;0.0;2.88;6.53;3.79;-3.79;-3.79;0.68;0.0;6.67
1273;-0.0;5.61;0.0;3.72;5.09;2.95;-2.95;-2.95;0.53;0.0;6.67
1274;-0.0;4.23;1.3;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1275;-0.0;3.67;1.86;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1276;-0.0;3.54;1.99;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1277;-0.0;3.54;3.66;6.22;6.52;3.78;-3.78;-3.78;0.68;0.0;10.0
1278;-0.0;3.67;1.86;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
1279;0.93;3.41;1.18;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
1280;2.47;3.15;0.0;7.05;5.09;2.95;-2.95;-2.95;0.53;0.0;10.0
1281;3.82;3.8;0.0;5.99;6.9;4.0;-4.0;-4.0;0.72;0.0;10.0
1282;4.66;4.06;0.0;5.42;7.9;4.58;-4.58;-4.58;0.82;0.0;10.0
1283;5.22;4.41;0.0;4.94;8.72;5.06;-5.06;-5.06;0.91;0.0;10.0
1284;4.99;4.71;9.34;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1285;3.59;4.97;0.0;5.5;7.75;4.49;-4.49;-4.49;0.81;0.0;10.0
1286;1.63;4.84;12.56;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1287;0.37;4.88;0.27;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
1288;-0.0;6.13;0.0;6.78;5.56;3.22;-3.22;-3.22;0.58;0.0;10.0
1289;-0.0;7.56;0.0;6.03;6.85;3.97;-3.97;-3.97;0.71;0.0;10.0
1290;-0.0;8.64;0.0;5.46;7.82;4.54;-4.54;-4.54;0.81;0.0;10.0
1291;-0.0;8.81;0.0;2.04;7.98;4.63;-4.63;-4.63;0.83;0.0;6.67
1292;-0.0;8.29;0.0;2.31;7.51;4.36;-4.36;-4.36;0.78;0.0;6.67
1293;-0.0;7.73;0.0;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1294;-0.0;8.12;0.0;2.4;7.35;4.27;-4.27;-4.27;0.76;0.0;6.67
1295;-0.0;9.11;3.58;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1296;-0.0;9.89;0.0;1.47;8.96;5.2;-5.2;-5.2;0.93;0.0;6.67
1297;-0.0;10.84;0.0;0.97;9.82;5.7;-5.7;-5.7;1.02;0.0;6.67
1298;-0.0;11.62;1.07;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1299;-0.0;10.84;14.03;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
1300;-0.0;10.19;2.5;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1301;-0.0;10.84;0.0;4.3;9.82;5.7;-5.7;-5.7;1.02;0.0;10.0
1302;0.05;13.43;0.0;2.92;12.21;7.08;-7.08;-7.08;1.27;0.0;10.0
1303;0.98;15.98;0.0;1.09;15.36;8.91;-8.91;-8.91;1.6;0.0;10.0
1304;1.77;18.96;0.0;-0.89;18.78;10.89;-10.89;-10.89;1.95;0.0;10.0
1305;2.05;25.14;-2.31;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1306;2.42;29.02;-6.57;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1307;2.24;29.89;-7.25;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1308;1.35;27.12;-3.6;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1309;1.21;23.93;-0.26;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1310;1.72;20.82;0.0;-1.84;20.42;11.84;-11.84;-11.84;2.12;0.0;10.0
1311;1.12;21.55;0.0;-1.91;20.53;11.91;-11.91;-11.91;2.14;0.0;10.0
1312;-0.0;22.98;0.0;-2.07;20.81;12.07;-12.07;-12.07;2.16;0.0;10.0
1313;-0.0;24.01;0.0;-2.62;21.75;12.62;-12.62;-12.62;2.26;0.0;10.0
1314;-0.0;22.46;2.42;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1315;-0.0;21.08;0.0;-4.41;19.09;11.07;-11.07;-11.07;1.99;0.0;6.67
1316;-0.0;22.33;0.0;-5.06;20.23;11.73;-11.73;-11.73;2.1;0.0;6.67
1317;-0.0;23.84;0.0;-5.86;21.59;12.52;-12.52;-12.52;2.25;0.0;6.67
1318;-0.0;27.47;-2.59;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
1319;-0.0;26.26;-1.38;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
1320;-0.0;24.75;0.13;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
1321;-0.0;21.08;0.0;-4.41;19.09;11.07;-11.07;-11.07;1.99;0.0;6.67
1322;-0.0;15.94;0.0;-1.71;14.44;8.37;-8.37;-8.37;1.5;0.0;6.67
1323;-0.0;14.81;10.06;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
1324;-0.0;16.76;3.48;-3.97;18.33;10.63;-10.63;-10.63;1.91;0.0;6.67
1325;-0.0;18.14;6.74;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1326;1.03;17.06;0.95;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1327;8.99;15.68;0.2;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1328;18.69;6.19;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1329;24.37;0.5;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1330;26.19;-0.0;-1.31;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1331;29.55;-0.0;-4.67;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1332;28.89;-0.0;-4.02;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1333;24.84;4.3;-4.26;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1334;17.94;23.8;-16.86;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1335;7.83;20.82;-3.77;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1336;0.37;18.57;5.93;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1337;-0.0;17.32;7.56;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1338;-0.0;15.85;9.02;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1339;-0.0;15.33;-15.33;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1340;-0.0;14.64;-14.64;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1341;-0.0;12.78;-12.78;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1342;-0.0;12.31;-12.31;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1343;-0.0;12.27;-12.27;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1344;-0.0;11.96;12.91;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
1345;-0.0;10.88;13.99;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
1346;-0.0;10.41;2.28;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1347;-0.0;9.5;3.19;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1348;-0.0;9.72;15.16;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
1349;-0.0;9.5;15.37;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1350;1.96;8.72;14.19;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1351;14.07;5.7;2.62;-1.77;20.29;11.77;-11.77;-11.77;2.11;0.0;10.0
1352;24.28;0.6;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1353;30.62;9.07;-14.82;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1354;34.76;-0.0;-9.89;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1355;35.79;9.01;-19.93;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1356;33.46;10.49;-19.08;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1357;27.4;10.24;-12.76;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1358;17.71;10.41;-3.24;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1359;6.01;9.46;0.0;1.87;14.01;8.13;-8.13;-8.13;1.46;0.0;10.0
1360;0.33;8.98;9.72;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1361;-0.0;8.72;10.31;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1362;-0.0;8.25;0.43;5.44;7.86;4.56;-4.56;-4.56;0.82;0.0;10.0
1363;-0.0;7.73;0.0;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1364;-0.0;6.78;5.91;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1365;-0.0;5.57;0.0;3.74;5.05;2.93;-2.93;-2.93;0.52;0.0;6.67
1366;-0.0;4.45;1.08;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1367;-0.0;3.41;2.12;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1368;-0.0;2.59;2.94;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1369;-0.0;2.07;3.45;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1370;-0.0;2.07;3.45;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1371;-0.0;2.33;3.2;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1372;-0.0;2.12;3.41;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1373;-0.0;1.68;3.84;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
1374;1.54;1.34;2.65;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
1375;8.71;0.95;0.0;4.92;8.75;5.08;-5.08;-5.08;0.91;0.0;10.0
1376;21.58;2.03;0.0;-2.4;21.38;12.4;-12.4;-12.4;2.22;0.0;10.0
1377;29.87;4.02;-9.01;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1378;32.48;4.45;-12.05;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1379;33.18;4.58;-12.88;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1380;31.22;4.92;-11.27;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1381;26.61;5.44;-7.18;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1382;19.2;5.79;-0.11;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1383;9.46;5.92;0.0;1.92;13.93;8.08;-8.08;-8.08;1.45;0.0;10.0
1384;0.93;6.69;0.0;5.99;6.91;4.01;-4.01;-4.01;0.72;0.0;10.0
1385;-0.0;6.95;0.0;6.35;6.3;3.65;-3.65;-3.65;0.65;0.0;10.0
1386;-0.0;6.82;0.0;6.41;6.18;3.59;-3.59;-3.59;0.64;0.0;10.0
1387;-0.0;6.65;6.04;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1388;-0.0;6.22;6.47;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1389;-0.0;5.1;0.43;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1390;-0.0;3.63;1.9;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1391;-0.0;2.38;10.31;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1392;-0.0;1.68;3.84;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1393;-0.0;1.47;4.06;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1394;-0.0;1.68;3.84;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1395;-0.0;2.29;3.24;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1396;-0.0;2.98;9.71;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1397;-0.0;3.58;15.45;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1398;3.45;4.02;4.76;3.57;11.08;6.43;-6.43;-6.43;1.15;0.0;10.0
1399;15.56;2.89;0.57;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1400;25.16;3.33;-3.62;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1401;31.6;4.62;-11.34;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1402;35.23;4.84;-15.19;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1403;36.02;4.88;-16.03;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1404;34.02;4.75;-13.89;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1405;29.31;4.71;-9.14;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1406;21.62;4.66;-1.41;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1407;11.04;4.66;0.0;1.75;14.23;8.25;-8.25;-8.25;1.48;0.0;10.0
1408;1.3;5.14;12.59;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1409;-0.0;5.14;0.39;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
1410;-0.0;4.84;0.69;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
1411;-0.0;4.32;1.21;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1412;-0.0;3.84;7.9;0.5;10.63;6.17;-6.17;-6.17;1.11;0.0;6.67
1413;-0.0;3.5;2.03;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1414;-0.0;2.89;2.63;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1415;-0.0;2.16;3.37;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1416;-0.0;1.6;11.09;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1417;-0.0;1.25;11.44;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1418;-0.0;0.99;4.53;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1419;-0.0;0.91;4.62;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1420;-0.0;1.17;4.36;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1421;-0.0;1.47;4.06;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
1422;3.54;1.64;0.34;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
1423;15.33;1.12;0.0;1.35;14.9;8.64;-8.64;-8.64;1.55;0.0;10.0
1424;25.12;1.17;-1.41;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1425;31.64;2.89;-9.66;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1426;35.32;3.58;-14.03;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1427;36.21;4.32;-15.65;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1428;34.44;5.18;-14.75;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1429;29.87;6.22;-11.22;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1430;22.37;7.04;-4.53;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1431;11.93;7.69;0.0;-0.31;17.77;10.31;-10.31;-10.31;1.85;0.0;10.0
1432;1.63;10.02;0.0;3.88;10.55;6.12;-6.12;-6.12;1.1;0.0;10.0
1433;-0.0;11.83;7.2;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1434;-0.0;12.35;0.0;3.51;11.19;6.49;-6.49;-6.49;1.16;0.0;10.0
1435;-0.0;12.09;0.6;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1436;-0.0;11.45;0.0;0.65;10.37;6.01;-6.01;-6.01;1.08;0.0;6.67
1437;-0.0;10.62;0.0;1.08;9.62;5.58;-5.58;-5.58;1.0;0.0;6.67
1438;-0.0;10.06;0.0;1.38;9.12;5.29;-5.29;-5.29;0.95;0.0;6.67
1439;-0.0;10.15;0.0;1.33;9.19;5.33;-5.33;-5.33;0.96;0.0;6.67
1440;-0.0;10.32;0.0;1.24;9.35;5.42;-5.42;-5.42;0.97;0.0;6.67
1441;-0.0;9.42;0.0;1.72;8.53;4.95;-4.95;-4.95;0.89;0.0;6.67
1442;-0.0;8.29;4.4;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1443;-0.0;6.61;6.08;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1444;-0.0;4.88;0.65;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1445;-0.0;4.32;1.21;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
1446;1.07;3.5;14.46;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1447;6.01;3.11;9.91;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1448;13.51;2.94;2.07;0.27;16.78;9.73;-9.73;-9.73;1.74;0.0;10.0
1449;23.35;2.85;-1.32;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1450;32.53;3.07;-10.72;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1451;35.04;3.46;-13.62;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1452;33.27;3.76;-12.16;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1453;28.66;4.15;-7.93;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1454;21.2;4.49;-0.82;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1455;10.9;4.49;0.0;1.91;13.95;8.09;-8.09;-8.09;1.45;0.0;10.0
1456;1.4;5.4;0.0;6.43;6.16;3.57;-3.57;-3.57;0.64;0.0;10.0
1457;-0.0;5.92;0.0;6.89;5.36;3.11;-3.11;-3.11;0.56;0.0;10.0
1458;-0.0;5.44;0.09;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
1459;-0.0;4.41;1.12;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1460;-0.0;2.94;2.59;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1461;-0.0;1.64;11.05;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1462;-0.0;0.86;4.66;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1463;-0.0;0.6;4.92;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1464;-0.0;0.52;5.01;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1465;-0.0;0.48;5.05;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1466;-0.0;0.48;5.05;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1467;-0.0;0.48;12.21;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1468;-0.0;0.56;4.97;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
1469;-0.0;0.69;4.84;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
1470;0.93;0.73;3.86;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
1471;5.17;0.48;0.0;7.03;5.12;2.97;-2.97;-2.97;0.53;0.0;10.0
1472;10.9;0.39;0.0;4.07;10.23;5.93;-5.93;-5.93;1.06;0.0;10.0
1473;17.94;0.52;0.0;0.3;16.72;9.7;-9.7;-9.7;1.74;0.0;10.0
1474;25.21;0.69;-1.03;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1475;33.04;0.78;-8.94;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1476;33.51;1.17;-9.8;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1477;28.99;2.07;-6.18;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1478;21.53;3.15;0.0;-2.97;22.36;12.97;-12.97;-12.97;2.32;0.0;10.0
1479;11.28;4.06;0.0;1.94;13.89;8.06;-8.06;-8.06;1.44;0.0;10.0
1480;1.4;6.35;11.29;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1481;-0.0;10.06;8.97;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1482;-0.0;12.87;0.0;3.24;11.66;6.76;-6.76;-6.76;1.21;0.0;10.0
1483;-0.0;14.34;0.0;-0.87;12.99;7.53;-7.53;-7.53;1.35;0.0;6.67
1484;-0.0;14.55;0.0;-0.98;13.18;7.65;-7.65;-7.65;1.37;0.0;6.67
1485;-0.0;13.65;0.0;-0.5;12.36;7.17;-7.17;-7.17;1.29;0.0;6.67
1486;-0.0;12.01;0.0;0.36;10.88;6.31;-6.31;-6.31;1.13;0.0;6.67
1487;-0.0;9.46;3.23;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1488;-0.0;8.68;4.01;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1489;-0.0;10.54;0.0;1.13;9.55;5.54;-5.54;-5.54;0.99;0.0;6.67
1490;-0.0;12.96;0.0;-0.14;11.74;6.81;-6.81;-6.81;1.22;0.0;6.67
1491;-0.0;14.73;5.28;-3.85;18.12;10.51;-10.51;-10.51;1.88;0.0;6.67
1492;-0.0;15.03;0.0;-1.23;13.61;7.9;-7.9;-7.9;1.42;0.0;6.67
1493;-0.0;14.21;4.82;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1494;0.23;16.15;2.65;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1495;1.26;16.37;0.0;0.74;15.97;9.26;-9.26;-9.26;1.66;0.0;10.0
1496;4.38;18.36;0.0;-1.95;20.59;11.94;-11.94;-11.94;2.14;0.0;10.0
1497;13.79;11.08;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1498;19.01;5.86;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1499;19.11;5.77;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1500;19.34;5.54;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1501;14.68;16.54;-6.34;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1502;10.86;24.27;-10.26;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1503;4.61;22.16;-1.89;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1504;0.28;20.43;4.17;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1505;-0.0;19.09;5.79;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1506;-0.0;17.32;7.56;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
1507;-0.0;16.41;-16.41;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1508;-0.0;16.89;-16.89;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
