snapshot;pv;grid;battery_storage;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
276;0.77;14.11;0.0;2.19;13.47;7.81;-7.81;-7.81;1.4;0.0;10.0
277;0.48;14.11;0.0;2.34;13.21;7.66;-7.66;-7.66;1.37;0.0;10.0
278;0.1;14.11;0.0;2.54;12.86;7.46;-7.46;-7.46;1.34;0.0;10.0
279;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
280;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
281;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
282;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
283;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
284;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
285;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
286;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
287;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
288;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
289;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
290;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
291;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
292;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
293;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
294;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
295;0.48;14.11;0.0;2.34;13.21;7.66;-7.66;-7.66;1.37;0.0;10.0
296;12.26;14.11;0.0;-3.85;23.88;13.85;-13.85;-13.85;2.48;0.0;10.0
297;25.47;14.11;-12.86;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
298;22.7;14.11;-10.08;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
299;10.53;14.11;2.08;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
300;6.32;14.11;6.29;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
301;4.31;14.11;0.62;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
302;1.15;14.11;11.46;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
303;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
304;-0.0;14.11;2.5;1.28;15.04;8.72;-8.72;-8.72;1.56;0.0;10.0
305;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
306;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
307;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
308;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
309;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
310;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
311;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
312;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
313;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
314;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
315;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
316;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
317;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
318;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
319;0.1;14.11;0.0;2.54;12.86;7.46;-7.46;-7.46;1.34;0.0;10.0
320;2.3;14.11;0.0;1.38;14.86;8.62;-8.62;-8.62;1.55;0.0;10.0
321;3.26;14.11;0.0;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
322;2.68;14.11;0.0;1.18;15.21;8.82;-8.82;-8.82;1.58;0.0;10.0
323;3.54;14.11;0.0;0.73;15.99;9.27;-9.27;-9.27;1.66;0.0;10.0
324;4.6;14.11;0.0;0.17;16.94;9.83;-9.83;-9.83;1.76;0.0;10.0
325;1.72;14.11;0.0;1.68;14.34;8.32;-8.32;-8.32;1.49;0.0;10.0
326;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
327;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
328;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
329;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
330;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
331;-0.0;8.97;-8.97;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
332;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
333;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
334;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
335;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
336;-0.0;14.11;8.97;-5.46;20.9;12.12;-12.12;-12.12;2.17;0.0;6.67
337;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
338;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
339;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
340;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
341;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
342;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
343;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
344;3.64;14.11;0.0;0.68;16.07;9.32;-9.32;-9.32;1.67;0.0;10.0
345;15.71;11.01;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
346;36.39;-0.0;-9.67;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
347;32.08;-0.0;-5.36;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
348;23.27;3.45;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
349;11.59;14.11;0.0;-3.5;23.27;13.5;-13.5;-13.5;2.42;0.0;10.0
350;2.97;14.11;9.1;-3.75;23.71;13.75;-13.75;-13.75;2.47;0.0;10.0
351;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
352;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
353;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
354;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
355;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
356;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
357;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
358;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
359;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
360;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
361;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
362;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
363;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
364;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
365;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
366;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
367;0.29;13.72;0.0;2.64;12.69;7.36;-7.36;-7.36;1.32;0.0;10.0
368;4.88;14.11;0.0;0.02;17.2;9.98;-9.98;-9.98;1.79;0.0;10.0
369;7.47;14.11;0.0;-1.34;19.54;11.34;-11.34;-11.34;2.03;0.0;10.0
370;5.65;14.11;0.0;-0.38;17.9;10.38;-10.38;-10.38;1.86;0.0;10.0
371;4.98;14.11;0.0;-0.03;17.29;10.03;-10.03;-10.03;1.8;0.0;10.0
372;6.03;14.11;0.0;-0.58;18.24;10.58;-10.58;-10.58;1.9;0.0;10.0
373;6.51;14.11;0.0;-0.83;18.68;10.83;-10.83;-10.83;1.94;0.0;10.0
374;2.68;14.11;0.0;1.18;15.21;8.82;-8.82;-8.82;1.58;0.0;10.0
375;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
376;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
377;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
378;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
379;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
380;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
381;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
382;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
383;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
384;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
385;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
386;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
387;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
388;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
389;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
390;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
391;0.57;14.11;0.0;2.29;13.3;7.71;-7.71;-7.71;1.38;0.0;10.0
392;12.93;6.1;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
393;32.56;-0.0;-5.84;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
394;43.67;-0.0;-16.95;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
395;47.98;-0.0;-21.26;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
396;44.53;-0.0;-17.81;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
397;33.9;-0.0;-7.18;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
398;15.23;11.49;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
399;0.29;-0.0;25.57;-3.59;23.42;13.58;-13.58;-13.58;2.44;0.0;10.0
400;-0.0;14.11;12.61;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
401;-0.0;14.11;1.18;1.97;13.84;8.03;-8.03;-8.03;1.44;0.0;10.0
402;-0.0;-0.0;5.94;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
403;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
404;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
405;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
406;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
407;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
408;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
409;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
410;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
411;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
412;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
413;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
414;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
415;0.86;14.11;0.0;2.14;13.56;7.86;-7.86;-7.86;1.41;0.0;10.0
416;10.44;14.11;0.0;-2.9;22.23;12.9;-12.9;-12.9;2.31;0.0;10.0
417;23.75;2.97;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
418;36.2;-0.0;-9.48;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
419;43.38;-0.0;-16.66;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
420;43.48;-0.0;-16.76;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
421;34.19;-0.0;-7.47;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
422;15.61;-0.0;11.11;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
423;0.38;-0.0;18.65;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
424;-0.0;-0.0;5.94;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
425;-0.0;14.11;4.93;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
426;-0.0;-0.0;5.94;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
427;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
428;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
429;-0.0;2.12;3.81;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
430;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
431;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
432;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
433;-0.0;5.94;0.0;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
434;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
435;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
436;-0.0;5.94;0.0;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
437;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
438;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
439;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
440;2.11;14.11;0.0;1.48;14.69;8.52;-8.52;-8.52;1.53;0.0;10.0
441;5.65;14.11;0.0;-0.38;17.9;10.38;-10.38;-10.38;1.86;0.0;10.0
442;8.43;14.11;0.0;-1.84;20.41;11.84;-11.84;-11.84;2.12;0.0;10.0
443;9.58;4.84;0.0;2.42;13.06;7.57;-7.57;-7.57;1.36;0.0;10.0
444;10.53;14.11;0.0;-2.95;22.32;12.95;-12.95;-12.95;2.32;0.0;10.0
445;10.63;14.11;0.0;-3.0;22.41;13.0;-13.0;-13.0;2.33;0.0;10.0
446;4.79;14.11;0.0;0.07;17.12;9.93;-9.93;-9.93;1.78;0.0;10.0
447;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
448;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
449;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
450;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
451;-0.0;13.93;0.0;-0.65;12.62;7.32;-7.32;-7.32;1.31;0.0;6.67
452;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
453;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
454;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
455;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
456;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
457;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
458;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
459;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
460;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
461;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
462;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
463;0.77;14.11;0.0;2.19;13.47;7.81;-7.81;-7.81;1.4;0.0;10.0
464;8.24;14.11;0.0;-1.74;20.24;11.74;-11.74;-11.74;2.1;0.0;10.0
465;18.0;8.71;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
466;29.02;-0.0;-2.3;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
467;46.16;-0.0;-19.44;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
468;40.22;-0.0;-13.5;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
469;26.24;0.48;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
470;7.76;8.47;10.49;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
471;0.1;14.11;12.52;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
472;-0.0;14.11;4.93;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
473;-0.0;14.11;7.31;-1.25;19.4;11.25;-11.25;-11.25;2.02;0.0;10.0
474;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
475;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
476;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
477;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
478;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
479;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
480;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
481;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
482;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
483;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
484;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
485;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
486;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
487;0.48;14.11;0.0;2.34;13.21;7.66;-7.66;-7.66;1.37;0.0;10.0
488;6.8;14.11;0.0;-0.98;18.94;10.98;-10.98;-10.98;1.97;0.0;10.0
489;15.04;11.68;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
490;25.76;0.96;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
491;31.51;-0.0;-4.79;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
492;22.79;3.93;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
493;17.81;8.91;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
494;4.88;14.11;0.04;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
495;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
496;-0.0;14.11;4.75;0.09;17.08;9.91;-9.91;-9.91;1.78;0.0;10.0
497;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
498;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
499;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
500;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
501;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
502;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
503;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
504;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
505;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
506;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
507;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
508;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
509;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
510;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
511;0.1;14.11;0.0;2.54;12.86;7.46;-7.46;-7.46;1.34;0.0;10.0
512;2.97;14.11;0.0;1.03;15.47;8.97;-8.97;-8.97;1.61;0.0;10.0
513;5.46;14.11;0.0;-0.28;17.72;10.28;-10.28;-10.28;1.84;0.0;10.0
514;7.37;14.11;0.0;-1.29;19.46;11.29;-11.29;-11.29;2.02;0.0;10.0
515;7.95;14.11;0.0;-1.59;19.98;11.59;-11.59;-11.59;2.08;0.0;10.0
516;10.44;14.11;0.0;-2.9;22.23;12.9;-12.9;-12.9;2.31;0.0;10.0
517;7.95;14.11;0.0;-1.59;19.98;11.59;-11.59;-11.59;2.08;0.0;10.0
518;3.26;14.11;0.0;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
519;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
520;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
521;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
522;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
523;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
524;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
525;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
526;-0.0;13.84;0.0;-0.6;12.53;7.27;-7.27;-7.27;1.3;0.0;6.67
527;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
528;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
529;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
530;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
531;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
532;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
533;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
534;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
535;0.86;14.11;0.0;2.14;13.56;7.86;-7.86;-7.86;1.41;0.0;10.0
536;8.52;14.11;0.0;-1.89;20.5;11.89;-11.89;-11.89;2.13;0.0;10.0
537;18.0;8.71;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
538;25.57;-0.0;0.0;-3.43;23.16;13.43;-13.43;-13.43;2.41;0.0;10.0
539;28.16;-0.0;-1.44;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
540;28.35;-0.0;-1.63;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
541;19.63;7.09;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
542;8.04;14.11;0.0;-1.64;20.06;11.64;-11.64;-11.64;2.09;0.0;10.0
543;0.38;14.11;0.0;2.39;13.12;7.61;-7.61;-7.61;1.36;0.0;10.0
544;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
545;-0.0;2.87;3.06;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
546;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
547;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
548;-0.0;13.37;0.0;-0.36;12.11;7.03;-7.03;-7.03;1.26;0.0;6.67
549;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
550;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
551;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
552;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
553;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
554;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
555;-0.0;5.94;0.0;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
556;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
