snapshot;pv;grid;battery_storage;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
6206;44.44;-0.0;-17.72;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6207;25.76;-0.0;0.96;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6208;8.33;14.11;4.28;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6209;0.19;-0.0;25.57;-3.54;23.34;13.53;-13.53;-13.53;2.43;0.0;10.0
6210;-0.0;14.11;12.61;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6211;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6212;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6213;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6214;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6215;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6216;-0.0;-0.0;25.57;-6.77;23.16;13.43;-13.43;-13.43;2.41;0.0;6.67
6217;-0.0;14.11;12.61;-7.37;24.2;14.04;-14.04;-14.04;2.52;0.0;6.67
6218;-0.0;-0.0;9.38;1.74;8.49;4.93;-4.93;-4.93;0.88;0.0;6.67
6219;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6220;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6221;0.57;-0.0;5.36;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
6222;7.95;14.11;0.0;-1.59;19.98;11.59;-11.59;-11.59;2.08;0.0;10.0
6223;18.0;8.71;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6224;28.16;-0.0;-1.44;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6225;36.1;-0.0;-9.39;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6226;40.32;-0.0;-13.6;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6227;42.04;-0.0;-15.32;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6228;43.19;-0.0;-16.47;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6229;39.74;-0.0;-13.02;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6230;31.22;-0.0;-4.5;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6231;16.38;-0.0;0.0;1.4;14.83;8.6;-8.6;-8.6;1.54;0.0;10.0
6232;6.51;-0.0;2.97;5.02;8.59;4.98;-4.98;-4.98;0.89;0.0;10.0
6233;0.19;-0.0;5.75;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
6234;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
6235;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6236;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6237;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6238;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6239;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6240;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6241;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6242;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6243;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6244;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6245;0.77;14.11;0.0;2.19;13.47;7.81;-7.81;-7.81;1.4;0.0;10.0
6246;6.9;3.18;0.0;4.71;9.13;5.29;-5.29;-5.29;0.95;0.0;10.0
6247;14.08;12.64;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6248;11.78;14.11;0.0;-3.6;23.45;13.6;-13.6;-13.6;2.44;0.0;10.0
6249;9.86;-0.0;0.0;4.82;8.94;5.18;-5.18;-5.18;0.93;0.0;10.0
6250;9.96;14.11;0.0;-2.64;21.8;12.64;-12.64;-12.64;2.27;0.0;10.0
6251;10.06;-0.0;0.0;4.72;9.11;5.28;-5.28;-5.28;0.95;0.0;10.0
6252;14.46;-0.0;0.0;2.4;13.1;7.6;-7.6;-7.6;1.36;0.0;10.0
6253;14.27;-0.0;0.0;2.5;12.93;7.5;-7.5;-7.5;1.34;0.0;10.0
6254;14.17;-0.0;0.0;2.55;12.84;7.45;-7.45;-7.45;1.34;0.0;10.0
6255;17.24;9.48;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6256;9.1;-0.0;0.0;5.22;8.24;4.78;-4.78;-4.78;0.86;0.0;10.0
6257;0.29;-0.0;5.65;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
6258;-0.0;14.11;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
6259;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6260;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6261;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6262;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6263;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6264;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6265;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6266;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6267;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6268;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6269;0.29;14.11;0.0;2.44;13.04;7.56;-7.56;-7.56;1.36;0.0;10.0
6270;4.12;14.11;0.0;0.42;16.51;9.57;-9.57;-9.57;1.72;0.0;10.0
6271;11.59;7.22;0.0;0.12;17.03;9.88;-9.88;-9.88;1.77;0.0;10.0
6272;24.04;-0.0;0.0;-2.63;21.77;12.63;-12.63;-12.63;2.26;0.0;10.0
6273;31.7;-0.0;-4.98;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6274;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6275;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6276;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6277;40.99;-0.0;-14.27;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6278;33.04;-0.0;-6.32;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6279;22.31;4.41;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6280;9.19;-0.0;17.53;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6281;0.19;-0.0;19.08;-0.13;17.46;10.13;-10.13;-10.13;1.82;0.0;10.0
6282;-0.0;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
6283;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6284;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6285;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6286;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6287;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6288;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6289;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6290;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6291;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6292;-0.0;10.23;0.0;1.29;9.26;5.37;-5.37;-5.37;0.96;0.0;6.67
6293;0.86;-0.0;5.08;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
6294;12.26;-0.0;0.0;3.56;11.1;6.44;-6.44;-6.44;1.15;0.0;10.0
6295;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6296;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6297;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6298;52.0;-0.0;-25.28;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6299;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6300;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6301;47.21;-0.0;-20.49;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6302;32.08;-0.0;-5.36;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6303;17.43;-0.0;9.29;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6304;5.46;-0.0;13.57;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
6305;-0.0;-0.0;5.94;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
6306;-0.0;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
6307;-0.0;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
6308;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6309;-0.0;-0.0;12.07;0.32;10.93;6.34;-6.34;-6.34;1.14;0.0;6.67
6310;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6311;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6312;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6313;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6314;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6315;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6316;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6317;0.77;14.11;0.0;2.19;13.47;7.81;-7.81;-7.81;1.4;0.0;10.0
6318;10.44;11.78;0.0;-1.67;20.12;11.67;-11.67;-11.67;2.09;0.0;10.0
6319;23.37;3.35;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6320;36.78;-0.0;-10.06;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6321;47.88;-0.0;-21.16;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6322;42.62;-0.0;-15.9;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6323;28.16;-0.0;-1.44;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6324;23.27;-0.0;0.0;-2.23;21.08;12.23;-12.23;-12.23;2.19;0.0;10.0
6325;19.73;6.99;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6326;11.59;14.11;0.0;-3.5;23.27;13.5;-13.5;-13.5;2.42;0.0;10.0
6327;3.83;14.11;0.0;0.58;16.25;9.42;-9.42;-9.42;1.69;0.0;10.0
6328;0.67;-0.0;5.27;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
6329;-0.0;-0.0;5.94;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
6330;-0.0;-0.0;7.66;5.97;6.94;4.03;-4.03;-4.03;0.72;0.0;10.0
6331;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6332;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6333;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6334;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6335;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6336;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6337;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6338;-0.0;5.94;0.0;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6339;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6340;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6341;0.77;14.11;0.0;2.19;13.47;7.81;-7.81;-7.81;1.4;0.0;10.0
6342;14.65;-0.0;0.0;2.3;13.27;7.7;-7.7;-7.7;1.38;0.0;10.0
6343;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6344;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6345;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6346;41.18;-0.0;-14.46;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6347;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6348;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6349;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6350;37.83;-0.0;-11.11;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6351;24.61;-0.0;2.11;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6352;7.76;-0.0;15.4;-2.17;20.97;12.16;-12.16;-12.16;2.18;0.0;10.0
6353;-0.0;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
6354;-0.0;-0.0;5.94;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
6355;-0.0;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
6356;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6357;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6358;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6359;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6360;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6361;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6362;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6363;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6364;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6365;0.38;-0.0;5.55;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
6366;10.06;13.38;0.0;-2.32;21.23;12.31;-12.31;-12.31;2.21;0.0;10.0
6367;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6368;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6369;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6370;43.19;-0.0;-16.47;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6371;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6372;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6373;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6374;35.82;-0.0;-9.1;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6375;13.6;-0.0;13.12;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6376;3.26;-0.0;23.46;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6377;-0.0;14.11;12.61;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6378;-0.0;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
6379;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6380;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6381;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6382;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6383;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6384;-0.0;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
6385;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6386;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6387;-0.0;-0.0;9.78;1.53;8.86;5.14;-5.14;-5.14;0.92;0.0;6.67
6388;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6389;0.29;-0.0;5.65;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
6390;10.73;-0.0;0.0;4.36;9.72;5.64;-5.64;-5.64;1.01;0.0;10.0
6391;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6392;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6393;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6394;29.21;-0.0;-2.49;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6395;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6396;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6397;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6398;46.83;-0.0;-20.11;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6399;29.69;-0.0;-2.97;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6400;10.15;-0.0;16.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6401;-0.0;-0.0;5.94;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
6402;-0.0;-0.0;25.57;-3.43;23.16;13.43;-13.43;-13.43;2.41;0.0;10.0
6403;-0.0;7.0;0.0;2.99;6.34;3.68;-3.68;-3.68;0.66;0.0;6.67
6404;-0.0;-0.0;6.99;2.99;6.33;3.67;-3.67;-3.67;0.66;0.0;6.67
6405;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6406;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6407;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6408;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6409;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6410;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6411;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6412;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6413;0.29;-0.0;5.65;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
6414;7.66;14.11;0.0;-1.44;19.72;11.44;-11.44;-11.44;2.05;0.0;10.0
6415;20.88;-0.0;0.0;-0.97;18.91;10.97;-10.97;-10.97;1.97;0.0;10.0
6416;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6417;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6418;49.03;-0.0;-22.31;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6419;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6420;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6421;49.32;-0.0;-22.6;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6422;32.94;-0.0;-6.22;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6423;15.32;-0.0;11.4;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6424;3.83;-0.0;22.89;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6425;-0.0;-0.0;7.69;5.96;6.96;4.04;-4.04;-4.04;0.72;0.0;10.0
6426;-0.0;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
6427;-0.0;9.35;0.0;1.75;8.47;4.91;-4.91;-4.91;0.88;0.0;6.67
6428;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6429;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6430;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6431;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6432;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6433;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6434;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6435;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6436;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6437;0.29;-0.0;5.65;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
6438;9.29;-0.0;0.0;5.12;8.41;4.88;-4.88;-4.88;0.87;0.0;10.0
6439;23.27;-0.0;0.0;-2.23;21.08;12.23;-12.23;-12.23;2.19;0.0;10.0
6440;29.59;-0.0;-2.87;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6441;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6442;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6443;49.9;-0.0;-23.18;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6444;43.19;-0.0;-16.47;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6445;35.34;-0.0;-8.62;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6446;25.86;-0.0;0.86;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6447;13.98;-0.0;12.74;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6448;3.83;-0.0;15.47;-0.14;17.48;10.14;-10.14;-10.14;1.82;0.0;10.0
6449;-0.0;14.11;4.93;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
6450;-0.0;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
6451;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6452;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6453;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6454;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6455;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6456;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6457;-0.0;3.99;1.95;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6458;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6459;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6460;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
6461;0.19;-0.0;5.75;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
6462;9.58;14.11;0.0;-2.44;21.45;12.44;-12.44;-12.44;2.23;0.0;10.0
6463;12.64;-0.0;0.0;3.36;11.45;6.64;-6.64;-6.64;1.19;0.0;10.0
6464;22.31;-0.0;0.0;-1.72;20.21;11.72;-11.72;-11.72;2.1;0.0;10.0
6465;49.9;-0.0;-23.18;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6466;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6467;45.11;-0.0;-18.39;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6468;28.06;-0.0;-1.34;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6469;29.59;-0.0;-2.87;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6470;32.27;-0.0;-5.55;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6471;13.69;3.08;9.94;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6472;2.49;-0.0;24.23;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
6473;-0.0;-0.0;5.94;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
6474;-0.0;-0.0;7.1;6.27;6.43;3.73;-3.73;-3.73;0.67;0.0;10.0
6475;-0.0;5.94;0.0;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6476;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
6477;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
